R1,1,G720019A1,2014-05-07 10:03:17,2014-05-08 23:29:00,Site.1,1,2014-05-09 13:32:31
R1,1,G720019A1,2014-05-07 10:03:17,2014-05-08 23:29:00,Site.2,1,2014-05-10 14:11:34
R1,1,G720019A1,2014-05-07 10:03:17,2014-05-08 23:29:00,Site.3,1,2014-05-12 15:58:24
R1,1,G720019A1,2014-05-07 10:03:17,2014-05-08 23:29:00,Site.4,1,2014-05-12 22:15:52
R1,1,G72002FC2,2014-05-07 14:36:17,2014-05-09 10:12:00,Site.1,1,2014-05-10 14:35:12
R1,1,G72002FC2,2014-05-07 14:36:17,2014-05-09 10:12:00,Site.2,1,2014-05-11 00:06:46
R1,1,G72002FC2,2014-05-07 14:36:17,2014-05-09 10:12:00,Site.3,1,2014-05-13 08:37:43
R1,1,G72002FC2,2014-05-07 14:36:17,2014-05-09 10:12:00,Site.4,1,2014-05-13 18:28:43
R1,1,G72004FA7,2014-05-27 09:13:59,2014-05-28 23:41:00,Site.1,1,2014-05-29 19:18:49
R1,1,G72004FA7,2014-05-27 09:13:59,2014-05-28 23:41:00,Site.2,1,2014-05-29 23:47:51
R1,1,G72004FA7,2014-05-27 09:13:59,2014-05-28 23:41:00,Site.3,1,2014-05-31 16:27:15
R1,1,G72004FA7,2014-05-27 09:13:59,2014-05-28 23:41:00,Site.4,1,2014-06-02 23:00:22
R1,1,G720087AF,2014-05-27 10:18:12,2014-05-29 09:24:00,Site.1,1,2014-05-29 22:31:20
R1,1,G720087AF,2014-05-27 10:18:12,2014-05-29 09:24:00,Site.2,1,2014-05-30 11:28:03
R1,1,G720087AF,2014-05-27 10:18:12,2014-05-29 09:24:00,Site.3,1,2014-06-01 05:30:51
R1,1,G720087AF,2014-05-27 10:18:12,2014-05-29 09:24:00,Site.4,1,2014-06-01 10:30:18
R1,1,G720091EF,2014-05-27 10:48:02,2014-05-29 09:24:00,Site.1,1,2014-05-30 05:15:00
R1,1,G720091EF,2014-05-27 10:48:02,2014-05-29 09:24:00,Site.2,1,2014-05-30 10:19:11
R1,1,G720091EF,2014-05-27 10:48:02,2014-05-29 09:24:00,Site.3,1,2014-06-01 11:28:37
R1,1,G720091EF,2014-05-27 10:48:02,2014-05-29 09:24:00,Site.4,1,2014-06-01 17:19:02
R1,1,G72013D27,2014-05-09 09:52:09,2014-05-11 10:06:00,Site.1,1,2014-05-12 06:20:38
R1,1,G72013D27,2014-05-09 09:52:09,2014-05-11 10:06:00,Site.2,1,2014-05-12 17:19:40
R1,1,G72013D27,2014-05-09 09:52:09,2014-05-11 10:06:00,Site.3,1,2014-05-14 15:56:34
R1,1,G72013D27,2014-05-09 09:52:09,2014-05-11 10:06:00,Site.4,1,2014-05-14 23:16:18
R1,1,G7201587D,2014-05-27 10:19:30,2014-05-29 09:27:00,Site.1,1,2014-05-30 06:11:29
R1,1,G7201587D,2014-05-27 10:19:30,2014-05-29 09:27:00,Site.2,1,2014-05-30 14:18:43
